Plot,Provenance2,Tree_number,Total_height,Merchantable_height,DBH,Age,basal_area_m2
139,Topslip,7,16.75,14.5,18.6,7,0.027171634860898127
139,Topslip,5,17.25,13.5,16.7,7,0.02190396937899143
139,Topslip,1,17.75,14.5,25.6,7,0.05147185403641517
139,Topslip,3,18.25,14,16.6,7,0.021642431790580088
139,Topslip,5,18,14.5,17.3,7,0.023506181632322234
139,Topslip,6,17.75,14.5,19.1,7,0.028652110398902312
139,Topslip,1,16,13.25,17.8,7,0.024884555409084755
139,Topslip,3,17,13.5,15,7,0.017671458676442587
139,Topslip,4,17,13.75,21.5,7,0.036305030103047045
139,Topslip,5,18,14.25,19.8,7,0.030790749597833563
139,Topslip,1,17,14.5,21,7,0.03463605900582747
139,Topslip,2,18.5,15.5,26,7,0.05309291584566751
139,Topslip,6,13.75,12,17.1,7,0.022965827695904786
139,Topslip,7,11.5,7.25,12.5,7,0.01227184630308513
139,Topslip,2,18.75,16,21,7,0.03463605900582747
139,Topslip,3,18.25,15.5,25.6,7,0.05147185403641517
139,Topslip,5,19.5,16,22.5,7,0.03976078202199582
139,Topslip,6,17,13.75,20.3,7,0.03236547291544545
140,Kiroka,3,14,10.25,16.9,7,0.022431756944794518
140,Kiroka,5,13,8.5,14.8,7,0.017203361371057713
140,Kiroka,7,13.5,9.5,14.5,7,0.01651299638543135
140,Kiroka,1,16,12.5,15.3,7,0.018385385606970867
140,Kiroka,2,18,13,20.4,7,0.0326851299679482
140,Kiroka,4,15.5,12.25,17,7,0.02269800692218626
140,Kiroka,5,14.25,11.5,14.9,7,0.017436624625586747
140,Kiroka,6,13.5,11,14.6,7,0.016741547250980007
140,Kiroka,7,16,13,18.5,7,0.026880252142277666
140,Kiroka,1,13.75,11,18.7,7,0.02746458837584537
140,Kiroka,4,14,11.75,18.5,7,0.026880252142277666
140,Kiroka,5,15,12.5,20,7,0.031415926535897934
140,Kiroka,6,14,10.75,17,7,0.02269800692218626
140,Kiroka,1,15.5,12.5,20.5,7,0.03300635781677776
140,Kiroka,4,15,12.25,16.3,7,0.020867243803306804
140,Kiroka,1,16,13,18.5,7,0.026880252142277666
140,Kiroka,3,18,13.25,20.5,7,0.03300635781677776
140,Kiroka,1,13.5,10.25,15.5,7,0.018869190875623696
140,Kiroka,4,14,10.25,17,7,0.02269800692218626
140,Kiroka,7,16,12.5,18,7,0.025446900494077322
140,Kiroka,2,14,11,18.4,7,0.026590440219984007
140,Kiroka,3,15,11.5,15.9,7,0.01985565096885089
140,Kiroka,4,15.5,11.25,18,7,0.025446900494077322
140,Kiroka,5,14,10.5,15.2,7,0.018145839167134643
141,Honduras,1,13.5,9.25,15.7,7,0.019359279329583704
141,Honduras,3,13.5,9.75,15.6,7,0.019113449704440302
141,Honduras,5,11,6.5,10.9,7,0.009331315579325082
141,Honduras,6,14,10.5,14.7,7,0.016971668912855457
141,Honduras,7,15,12.25,17.5,7,0.02405281875404685
141,Honduras,2,13.5,7,8.3,7,0.005410607947645022
141,Honduras,3,12.5,10,13.7,7,0.014741138128806702
141,Honduras,4,13.5,10.5,13.2,7,0.01368477759903714
141,Honduras,5,13.5,10.25,13.2,7,0.01368477759903714
141,Honduras,1,14,11.5,17.5,7,0.02405281875404685
141,Honduras,3,14,11,18.5,7,0.026880252142277666
141,Honduras,4,13.25,10.25,14.1,7,0.015614500886504666
141,Honduras,4,13.5,10,13.7,7,0.014741138128806702
141,Honduras,6,14,11,14,7,0.015393804002589988
141,Honduras,7,15,12.5,18.5,7,0.026880252142277666
141,Honduras,1,12.5,9.75,13.7,7,0.014741138128806702
141,Honduras,2,8.75,6,8,7,0.005026548245743669
141,Honduras,4,7,4.25,7,7,0.003848451000647497
141,Honduras,7,14,11,15.3,7,0.018385385606970867
141,Honduras,1,15,11.5,17,7,0.02269800692218626
141,Honduras,2,14.5,10,14,7,0.015393804002589988
141,Honduras,3,15,12,15,7,0.017671458676442587
141,Honduras,5,14,10.75,13.5,7,0.014313881527918496
141,Honduras,7,14,10,15.5,7,0.018869190875623696
142,Luasong,1,16,11.5,21.7,7,0.03698361411622244
142,Luasong,3,19,16,21.3,7,0.03563272927517883
142,Luasong,4,18.5,14,21.7,7,0.03698361411622244
142,Luasong,7,16,12.5,21.3,7,0.03563272927517883
142,Luasong,1,17,12.5,18.8,7,0.027759112687119412
142,Luasong,2,17,12,18.3,7,0.026302199094017143
142,Luasong,4,19,14.25,18.4,7,0.026590440219984007
142,Luasong,6,19,14.5,16.4,7,0.021124069002737764
142,Luasong,3,19,14.25,21.3,7,0.03563272927517883
142,Luasong,5,17,14.5,18,7,0.025446900494077322
142,Luasong,7,14,10.25,16,7,0.020106192982974676
142,Luasong,3,18,14.5,21.8,7,0.03732526231730033
142,Luasong,4,16.25,11,17,7,0.02269800692218626
142,Luasong,6,18.5,14.75,21.4,7,0.03596809429094954
142,Luasong,7,18.25,14.5,21,7,0.03463605900582747
142,Luasong,2,18.5,14.25,17.3,7,0.023506181632322234
142,Luasong,5,17,12.5,21.5,7,0.036305030103047045
142,Luasong,7,16,12.5,20.9,7,0.034306977175363934
142,Luasong,2,18.5,15,17.8,7,0.024884555409084755
142,Luasong,5,17,12,17,7,0.02269800692218626
142,Luasong,1,17,13.5,21.1,7,0.0349667116326178
142,Luasong,2,15.5,11,17.8,7,0.024884555409084755
142,Luasong,4,19,15.5,20,7,0.031415926535897934
142,Luasong,6,17,13.5,22.5,7,0.03976078202199582
142,Luasong,7,14,12,18.9,7,0.02805520779472024
143,Latene,2,18.5,15,22.3,7,0.03905706526759171
143,Latene,4,12,8,17.7,7,0.024605739061078654
143,Latene,5,16.5,12.5,19,7,0.028352873698647883
143,Latene,6,18,14.75,26,7,0.05309291584566751
143,Latene,7,17,12.5,17.3,7,0.023506181632322234
143,Latene,1,16,11.5,18,7,0.025446900494077322
143,Latene,4,19,15.5,24.2,7,0.04599605804120816
143,Latene,6,19.5,16,22.6,7,0.04011499659368807
143,Latene,7,16.5,14,18.5,7,0.026880252142277666
143,Latene,3,19.5,16.75,28.8,7,0.06514406526483796
143,Latene,6,19.5,16.25,20.3,7,0.03236547291544545
143,Latene,7,17,13.25,17.8,7,0.024884555409084755
143,Latene,1,18,13.25,19.7,7,0.030480517323291562
143,Latene,3,16,12.5,18.8,7,0.027759112687119412
143,Latene,6,19.5,16.25,26.1,7,0.053502108288797576
143,Latene,7,18.5,14,18.4,7,0.026590440219984007
143,Latene,2,19,15.5,19.9,7,0.031102552668702342
143,Latene,3,18.75,16,17.6,7,0.024328493509399363
143,Latene,5,18.75,14.5,17.8,7,0.024884555409084755
143,Latene,6,14.75,13,19.5,7,0.029864765163187975
143,Latene,3,15,12.5,15.6,7,0.019113449704440302
143,Latene,6,18.5,14,20.1,7,0.031730871199420314
143,Latene,7,17.75,13.5,21.3,7,0.03563272927517883
144,Goaso,5,17,13,21.1,7,0.0349667116326178
144,Goaso,2,16.5,12.25,19.6,7,0.030171855845076378
144,Goaso,6,17,6.25,15,7,0.017671458676442587
144,Goaso,6,14.25,12,15.3,7,0.018385385606970867
144,Goaso,3,15,11,15.4,7,0.018626502843133885
144,Goaso,7,13.5,10,16.5,7,0.021382464998495533
144,Goaso,2,13.5,11,16,7,0.020106192982974676
144,Goaso,4,18,13.5,22.5,7,0.03976078202199582
144,Goaso,6,14,10.25,16.8,7,0.022167077763729583
144,Goaso,2,15,12,18.6,7,0.027171634860898127
144,Goaso,7,15,12.5,20,7,0.031415926535897934
144,Goaso,5,16,11,15.4,7,0.018626502843133885
145,Honduras,1,18,12.5,21,7,0.03463605900582747
145,Honduras,2,18.5,12.25,19.2,7,0.028952917895483533
145,Honduras,3,18.75,13.25,17,7,0.02269800692218626
145,Honduras,4,17.5,12,17.5,7,0.02405281875404685
145,Honduras,5,18,12.5,19.7,7,0.030480517323291562
145,Honduras,7,16.5,13.25,20,7,0.031415926535897934
145,Honduras,1,18.5,11.25,19.6,7,0.030171855845076378
145,Honduras,2,18.5,12.5,17.4,7,0.023778714795021142
145,Honduras,5,16.5,12.25,18,7,0.025446900494077322
145,Honduras,1,18,13.5,18.3,7,0.026302199094017143
145,Honduras,3,13.25,13,17.3,7,0.023506181632322234
145,Honduras,5,16.5,12.5,18.1,7,0.025730429231063806
145,Honduras,3,19,14.75,20.6,7,0.03332915646193412
145,Honduras,4,14.75,12.5,15.5,7,0.018869190875623696
145,Honduras,5,16.5,11,16.5,7,0.021382464998495533
145,Honduras,7,16.75,14,20.8,7,0.03397946614122721
145,Honduras,4,16,12.5,19,7,0.028352873698647883
145,Honduras,6,14.75,12,20.3,7,0.03236547291544545
145,Honduras,7,18,13.25,19.5,7,0.029864765163187975
145,Honduras,2,16,11.75,16,7,0.020106192982974676
145,Honduras,5,14,11.25,20.5,7,0.03300635781677776
145,Honduras,6,14,11,20,7,0.031415926535897934
145,Honduras,1,19,15.5,21.3,7,0.03563272927517883
145,Honduras,4,17,13.25,20.6,7,0.03332915646193412
145,Honduras,7,16,12.5,20.5,7,0.03300635781677776
146,Kiroka,1,18.5,13.25,25.5,7,0.051070515574919075
146,Kiroka,5,18,12,18.5,7,0.026880252142277666
146,Kiroka,1,16,12.5,20,7,0.031415926535897934
146,Kiroka,5,15.5,11,19.4,7,0.029559245277626354
146,Kiroka,6,15.25,12,18.7,7,0.02746458837584537
146,Kiroka,7,15,10.75,18.8,7,0.027759112687119412
146,Kiroka,1,16,12.5,19.9,7,0.031102552668702342
146,Kiroka,6,16,13.5,19.8,7,0.030790749597833563
146,Kiroka,7,16.25,13.5,22,7,0.0380132711084365
146,Kiroka,5,14.5,11,17,7,0.02269800692218626
146,Kiroka,6,15,13.25,23,7,0.04154756284372502
146,Kiroka,7,13,8.25,13.7,7,0.014741138128806702
146,Kiroka,2,13.75,10,17,7,0.02269800692218626
146,Kiroka,4,16.75,12.75,20.3,7,0.03236547291544545
146,Kiroka,7,16,13.5,21.5,7,0.036305030103047045
146,Kiroka,2,16,12.25,18.4,7,0.026590440219984007
146,Kiroka,3,16.25,14,20.7,7,0.03365352590341726
147,Topslip,2,16.5,12.25,21,7,0.03463605900582747
147,Topslip,3,17.25,14,16.6,7,0.021642431790580088
147,Topslip,6,16,13.5,15.9,7,0.01985565096885089
147,Topslip,7,16.25,12,19.4,7,0.029559245277626354
147,Topslip,1,17,13.25,13.6,7,0.014526724430199206
147,Topslip,3,18.75,15,19.7,7,0.030480517323291562
147,Topslip,5,14.25,11,17.4,7,0.023778714795021142
147,Topslip,7,18,13.25,24.1,7,0.0456167107282872
147,Topslip,2,16.25,12,15.1,7,0.017907863523625216
147,Topslip,4,17,14.25,17,7,0.02269800692218626
147,Topslip,5,17.75,15.5,17,7,0.02269800692218626
147,Topslip,1,19.5,16,22.1,7,0.038359631698494774
147,Topslip,7,16.5,13.75,20.9,7,0.034306977175363934
147,Topslip,1,16.5,14.5,18.2,7,0.02601552876437708
147,Topslip,2,18.25,15,20.9,7,0.034306977175363934
147,Topslip,5,16,12.5,15.6,7,0.019113449704440302
147,Topslip,6,18.25,14.25,17.3,7,0.023506181632322234
147,Topslip,2,18.5,15,20.6,7,0.03332915646193412
147,Topslip,4,16.5,14,20.4,7,0.0326851299679482
147,Topslip,5,13.5,10,14,7,0.015393804002589988
147,Topslip,3,18.5,14.25,19.6,7,0.030171855845076378
147,Topslip,5,13.75,12.25,14.6,7,0.016741547250980007
147,Topslip,6,17.25,14,19,7,0.028352873698647883
147,Topslip,7,19.5,16.25,23.3,7,0.04263848089268407
148,Oume,1,16,11.25,24.4,7,0.04675946505603048
148,Oume,4,18.5,14.25,17,7,0.02269800692218626
148,Oume,5,13.75,10.25,15,7,0.017671458676442587
148,Oume,6,17.25,13,19.1,7,0.028652110398902312
148,Oume,3,16,13.25,14.9,7,0.017436624625586747
148,Oume,6,8.25,6.25,13.6,7,0.014526724430199206
148,Oume,7,13.75,10,15,7,0.017671458676442587
148,Oume,1,13,6.25,14.8,7,0.017203361371057713
148,Oume,4,16.75,12.25,20.6,7,0.03332915646193412
148,Oume,6,17,13.25,20.3,7,0.03236547291544545
148,Oume,1,17.25,12.5,18.4,7,0.026590440219984007
148,Oume,3,15.5,11.25,16.5,7,0.021382464998495533
148,Oume,6,14.25,10.5,17.5,7,0.02405281875404685
148,Oume,7,14,9.75,16.5,7,0.021382464998495533
148,Oume,3,16,13.25,12.9,7,0.013069810837096936
148,Oume,4,14.5,10,17.2,7,0.023235219265950107
148,Oume,6,14.75,12,19.9,7,0.031102552668702342
148,Oume,7,16,13.5,18.6,7,0.027171634860898127
148,Oume,1,14,10.25,16.4,7,0.021124069002737764
148,Oume,3,17.25,12,22.1,7,0.038359631698494774
148,Oume,4,17.75,14,19.6,7,0.030171855845076378
148,Oume,7,17,13.25,22.2,7,0.03870756308487984
148,Oume,2,9.75,6,9.9,7,0.007697687399458391
148,Oume,3,14.5,10.25,17.2,7,0.023235219265950107
148,Oume,4,14,9.75,13.9,7,0.015174677915002103
149,Brazil Clone,1,16.5,12.25,19.4,7,0.029559245277626354
149,Brazil Clone,3,18.5,12.5,21.5,7,0.036305030103047045
149,Brazil Clone,4,19.25,16.5,17.8,7,0.024884555409084755
149,Brazil Clone,2,14.5,11,17.7,7,0.024605739061078654
149,Brazil Clone,3,16.25,13,19.3,7,0.029255296188391556
149,Brazil Clone,6,14,10.5,17.1,7,0.022965827695904786
149,Brazil Clone,1,13.5,10.25,19.9,7,0.031102552668702342
149,Brazil Clone,4,17,12.5,17.5,7,0.02405281875404685
149,Brazil Clone,7,14.25,10.5,20.5,7,0.03300635781677776
149,Brazil Clone,2,15,12.5,20.2,7,0.032047386659269476
149,Brazil Clone,3,13.5,10,14.6,7,0.016741547250980007
149,Brazil Clone,4,15.5,11.25,18.1,7,0.025730429231063806
149,Brazil Clone,7,15.5,12.25,19.6,7,0.030171855845076378
149,Brazil Clone,1,15.5,11.25,19.1,7,0.028652110398902312
149,Brazil Clone,5,16.5,11.75,17.8,7,0.024884555409084755
149,Brazil Clone,1,14,11.25,18.2,7,0.02601552876437708
149,Brazil Clone,5,14.75,11.5,18.2,7,0.02601552876437708
149,Brazil Clone,6,15,12.5,15,7,0.017671458676442587
149,Brazil Clone,2,14.5,12.25,15.6,7,0.019113449704440302
149,Brazil Clone,4,13.5,10.25,15.7,7,0.019359279329583704
149,Brazil Clone,5,15.5,10.25,17.1,7,0.022965827695904786
149,Brazil Clone,6,16,12.5,16,7,0.020106192982974676
149,Brazil Clone,7,17,13.5,16.2,7,0.020611989400202632
150,Luasong,1,16.25,13.25,16,7,0.020106192982974676
150,Luasong,2,13.5,9.75,17.2,7,0.023235219265950107
150,Luasong,3,16,14.25,15.5,7,0.018869190875623696
150,Luasong,5,15.5,13,20,7,0.031415926535897934
150,Luasong,6,16,13,17.7,7,0.024605739061078654
150,Luasong,7,16.75,12.25,18,7,0.025446900494077322
150,Luasong,4,18,14.25,19.7,7,0.030480517323291562
150,Luasong,7,15,12,17.1,7,0.022965827695904786
150,Luasong,3,14,9.75,14,7,0.015393804002589988
150,Luasong,4,16,13,15.5,7,0.018869190875623696
150,Luasong,5,12.75,10.25,18.8,7,0.027759112687119412
150,Luasong,7,12.75,10.25,17.6,7,0.024328493509399363
150,Luasong,1,17.75,10.25,18.6,7,0.027171634860898127
150,Luasong,2,17.75,14,17.5,7,0.02405281875404685
150,Luasong,6,17.75,12,19.8,7,0.030790749597833563
150,Luasong,7,14.5,11.75,19.4,7,0.029559245277626354
150,Luasong,3,16.25,13,18.5,7,0.026880252142277666
150,Luasong,4,16.25,13,18,7,0.025446900494077322
150,Luasong,5,14,11.25,14.7,7,0.016971668912855457
150,Luasong,6,17,10.25,19.9,7,0.031102552668702342
150,Luasong,3,19,16.5,21.1,7,0.0349667116326178
150,Luasong,5,16.25,12.75,19.5,7,0.029864765163187975
150,Luasong,7,16,11.5,22.5,7,0.03976078202199582
150,Luasong,1,13.75,12.25,17.5,7,0.02405281875404685
150,Luasong,4,16,12.5,20.2,7,0.032047386659269476
150,Luasong,5,17.25,13,19.9,7,0.031102552668702342
151,64,3,18.75,12.25,20.9,7,0.034306977175363934
151,64,4,18,13.25,19.5,7,0.029864765163187975
151,64,6,18,13.25,19.6,7,0.030171855845076378
151,64,7,17.25,12.5,23.5,7,0.04337361357362408
151,64,2,13.25,10,15.5,7,0.018869190875623696
151,64,3,16,12.5,19.4,7,0.029559245277626354
151,64,5,18.5,13,23.5,7,0.04337361357362408
151,64,6,13.5,10.25,14.3,7,0.016060607043314423
151,64,7,14,10.5,14.6,7,0.016741547250980007
151,64,4,14,10.5,16.2,7,0.020611989400202632
151,64,3,16,12.5,16,7,0.020106192982974676
151,64,5,17.25,13,24.5,7,0.04714352475793183
151,64,1,13.75,9,19.5,7,0.029864765163187975
151,64,2,15.5,10.25,14.5,7,0.01651299638543135
151,64,4,15.5,11,15.2,7,0.018145839167134643
151,64,5,12.5,8.25,13.3,7,0.013892908112337465
151,64,1,13.5,9.75,15.1,7,0.017907863523625216
151,64,2,14,11.25,16.2,7,0.020611989400202632
151,64,4,14.5,11,16.9,7,0.022431756944794518
151,64,2,15,11.25,19.1,7,0.028652110398902312
151,64,3,17,12.5,21.5,7,0.036305030103047045
151,64,5,16,12.5,20.5,7,0.03300635781677776
151,64,7,17,13.5,20,7,0.031415926535897934
152,Taliwas,1,11,8.25,12.3,7,0.011882288814039998
152,Taliwas,3,16,13.25,17.2,7,0.023235219265950107
152,Taliwas,4,18.5,15,19,7,0.028352873698647883
152,Taliwas,5,14.5,12,15.4,7,0.018626502843133885
152,Taliwas,7,18.5,15,25,7,0.04908738521234052
152,Taliwas,1,12.25,11,12.4,7,0.012076282160399163
152,Taliwas,2,14,11.25,14.7,7,0.016971668912855457
152,Taliwas,5,16,12.25,19.2,7,0.028952917895483533
152,Taliwas,6,16.5,11.75,19.3,7,0.029255296188391556
152,Taliwas,7,13,8.25,14.5,7,0.01651299638543135
152,Taliwas,2,15.75,11.75,17.4,7,0.023778714795021142
152,Taliwas,4,14.25,10,17.2,7,0.023235219265950107
152,Taliwas,7,12.5,10.25,14.2,7,0.015836768566746144
152,Taliwas,1,13.25,9.75,14.7,7,0.016971668912855457
152,Taliwas,3,16,13.25,18,7,0.025446900494077322
152,Taliwas,5,14.25,10,14.2,7,0.015836768566746144
152,Taliwas,2,15.75,13.75,17.8,7,0.024884555409084755
152,Taliwas,5,14.25,10.75,17,7,0.02269800692218626
152,Taliwas,5,14.25,10.25,14.7,7,0.016971668912855457
152,Taliwas,6,16.5,13.25,18.2,7,0.02601552876437708
152,Taliwas,7,13.25,9.75,13.9,7,0.015174677915002103
152,Taliwas,1,13.25,10.25,11.9,7,0.011122023391871266
152,Taliwas,2,16,12.75,18.25,7,0.026158667579656257
152,Taliwas,4,15,12.25,18.3,7,0.026302199094017143
152,Taliwas,5,12.75,10,13.5,7,0.014313881527918496
152,Taliwas,6,13.25,4.25,17.6,7,0.024328493509399363
153,Worawora,1,12.75,7.75,19.7,7,0.030480517323291562
153,Worawora,3,13,9.25,16,7,0.020106192982974676
153,Worawora,6,13.5,8.25,16.2,7,0.020611989400202632
153,Worawora,7,13.75,10.25,17.6,7,0.024328493509399363
153,Worawora,2,14.5,11,14.9,7,0.017436624625586747
153,Worawora,4,14,10.25,16.3,7,0.020867243803306804
153,Worawora,4,16,10.25,17,7,0.02269800692218626
153,Worawora,3,15,11,21.2,7,0.03529893505573491
153,Worawora,4,16.25,10.25,19.2,7,0.028952917895483533
153,Worawora,5,13.5,8.25,15.4,7,0.018626502843133885
153,Worawora,7,14.25,8.25,16.5,7,0.021382464998495533
153,Worawora,1,16,10.25,17.1,7,0.022965827695904786
153,Worawora,2,13.75,9.75,15.8,7,0.019606679751053898
153,Worawora,3,17,12.5,21,7,0.03463605900582747
153,Worawora,5,17,12.5,17.8,7,0.024884555409084755
153,Worawora,7,13.25,7.75,17,7,0.02269800692218626
154,Latene,2,16,12.5,18.7,7,0.02746458837584537
154,Latene,3,16.75,13,16.3,7,0.020867243803306804
154,Latene,4,18.25,15,22.5,7,0.03976078202199582
154,Latene,6,15.5,12.25,24.1,7,0.0456167107282872
154,Latene,2,17.5,13.25,16.8,7,0.022167077763729583
154,Latene,7,14.25,11,13.9,7,0.015174677915002103
154,Latene,1,15.5,12.5,18.8,7,0.027759112687119412
154,Latene,2,17.25,12,19.4,7,0.029559245277626354
154,Latene,4,14.25,10.25,18.2,7,0.02601552876437708
154,Latene,3,16.75,12.5,22.3,7,0.03905706526759171
154,Latene,5,18,13.25,23.3,7,0.04263848089268407
154,Latene,1,14.25,12.5,15.4,7,0.018626502843133885
154,Latene,2,18.25,15.5,19.3,7,0.029255296188391556
154,Latene,5,18,15.25,23.2,7,0.04227327074670425
154,Latene,1,17.25,12.5,26.6,7,0.05557163244934986
154,Latene,4,16,12.25,17.2,7,0.023235219265950107
154,Latene,7,14,12.25,16.6,7,0.021642431790580088
154,Latene,1,15.5,12.75,22.3,7,0.03905706526759171
154,Latene,3,15.5,13,19.8,7,0.030790749597833563
154,Latene,5,17.5,14,22.4,7,0.03940813824663036
154,Latene,7,18.25,15,23.4,7,0.04300526183499067
155,Perlis,1,13.5,10,20.5,7,0.03300635781677776
155,Perlis,4,13.5,11.5,11.8,7,0.010935884027146072
155,Perlis,1,15,13.25,15.3,7,0.018385385606970867
155,Perlis,4,14.5,11,16.4,7,0.021124069002737764
155,Perlis,6,13.25,10,13.5,7,0.014313881527918496
155,Perlis,7,12.75,8.25,13.4,7,0.014102609421964583
155,Perlis,1,14,9.3,13.3,7,0.013892908112337465
155,Perlis,3,12.5,7,10.9,7,0.009331315579325082
155,Perlis,5,13.75,10.25,13.8,7,0.014957122623741007
155,Perlis,6,13,8.25,12.2,7,0.01168986626400762
155,Perlis,1,14.25,11.5,16.3,7,0.020867243803306804
155,Perlis,4,13.5,12.25,19.3,7,0.029255296188391556
155,Perlis,7,14,10.75,15.4,7,0.018626502843133885
155,Perlis,6,14.5,11.25,17.8,7,0.024884555409084755
155,Perlis,7,15.5,10.5,15.4,7,0.018626502843133885
155,Perlis,2,13.5,10.25,14,7,0.015393804002589988
155,Perlis,3,15,13.25,18.2,7,0.02601552876437708
155,Perlis,4,14.5,10.25,13.5,7,0.014313881527918496
155,Perlis,6,16,11.25,14.1,7,0.015614500886504666
155,Perlis,7,17.5,13,19,7,0.028352873698647883
155,Perlis,1,16.5,14.5,21.1,7,0.0349667116326178
155,Perlis,3,14,10.5,15,7,0.017671458676442587
155,Perlis,4,15,11.25,18.5,7,0.026880252142277666
156,Kiroka,1,17,12.5,22.8,7,0.04082813812605295
156,Kiroka,2,16.5,10.25,17,7,0.02269800692218626
156,Kiroka,4,19.5,14.25,24,7,0.04523893421169302
156,Kiroka,6,18,13.25,23.4,7,0.04300526183499067
156,Kiroka,4,14,11.25,12.5,7,0.01227184630308513
156,Kiroka,1,14.25,11.25,18.5,7,0.026880252142277666
156,Kiroka,2,15.5,12,19.2,7,0.028952917895483533
156,Kiroka,3,16,12.25,14.1,7,0.015614500886504666
156,Kiroka,5,15.5,10.25,14.9,7,0.017436624625586747
156,Kiroka,6,15.75,13,15.2,7,0.018145839167134643
156,Kiroka,7,17.75,13.25,24.4,7,0.04675946505603048
156,Kiroka,1,17,14.5,21.4,7,0.03596809429094954
156,Kiroka,4,15.5,11.25,17,7,0.02269800692218626
156,Kiroka,7,14.75,10.25,17.8,7,0.024884555409084755
156,Kiroka,3,14.5,11,15.6,7,0.019113449704440302
156,Kiroka,5,17.25,12.25,16.2,7,0.020611989400202632
156,Kiroka,6,16,11.5,15.5,7,0.018869190875623696
156,Kiroka,3,17,12.25,20.5,7,0.03300635781677776
156,Kiroka,5,16.25,12.5,15.5,7,0.018869190875623696
156,Kiroka,1,15.25,10.25,17.2,7,0.023235219265950107
156,Kiroka,2,16.25,12.75,15.6,7,0.019113449704440302
156,Kiroka,4,16.75,13,17.7,7,0.024605739061078654
157,Topslip,1,19.75,16.5,28.7,7,0.06469246132088441
157,Topslip,2,19.5,16.25,23.8,7,0.044488093567485065
157,Topslip,4,13.5,11,15.8,7,0.019606679751053898
157,Topslip,5,14,13.25,20.4,7,0.0326851299679482
157,Topslip,7,18,14.25,22.2,7,0.03870756308487984
157,Topslip,4,17.5,14,21.7,7,0.03698361411622244
157,Topslip,5,18.5,13.75,18.8,7,0.027759112687119412
157,Topslip,7,13,10,17.2,7,0.023235219265950107
157,Topslip,1,16.5,13.25,21.8,7,0.03732526231730033
157,Topslip,2,18.75,14,23,7,0.04154756284372502
157,Topslip,5,18.75,15,19.9,7,0.031102552668702342
157,Topslip,6,19.5,15,21.1,7,0.0349667116326178
157,Topslip,7,17.75,14,22.8,7,0.04082813812605295
157,Topslip,1,19,15.5,19.7,7,0.030480517323291562
157,Topslip,3,16,13.5,14.5,7,0.01651299638543135
157,Topslip,5,13.25,8.25,12.5,7,0.01227184630308513
157,Topslip,2,16.75,12.5,21.1,7,0.0349667116326178
157,Topslip,4,19.25,13.5,24.2,7,0.04599605804120816
157,Topslip,5,15.5,12,16.4,7,0.021124069002737764
157,Topslip,2,19.5,13.25,22.3,7,0.03905706526759171
157,Topslip,5,18.5,12.5,18.5,7,0.026880252142277666
157,Topslip,7,14,8.25,19.9,7,0.031102552668702342
157,Topslip,1,17.2,12.5,22.6,7,0.04011499659368807
157,Topslip,2,19.5,13.25,25.3,7,0.05027255104090726
157,Topslip,4,14,9.25,17.5,7,0.02405281875404685
157,Topslip,5,19.5,16.25,23.3,7,0.04263848089268407
157,Topslip,7,15.75,12.25,19.8,7,0.030790749597833563
158,Honduras,1,18,14.25,16.3,7,0.020867243803306804
158,Honduras,6,13,9.25,14.9,7,0.017436624625586747
158,Honduras,1,17.5,13,21,7,0.03463605900582747
158,Honduras,2,13.5,12.25,14.8,7,0.017203361371057713
158,Honduras,4,14.75,12,16.7,7,0.02190396937899143
158,Honduras,7,12.75,9.25,13.1,7,0.013478217882063612
158,Honduras,1,18,14.25,18.4,7,0.026590440219984007
158,Honduras,3,14,11.5,16.5,7,0.021382464998495533
158,Honduras,5,15,11,17.3,7,0.023506181632322234
158,Honduras,7,18,13.25,21.4,7,0.03596809429094954
158,Honduras,1,12.75,9.5,13.7,7,0.014741138128806702
158,Honduras,3,12.5,11,11.2,7,0.00985203456165759
158,Honduras,4,13,10.25,15.5,7,0.018869190875623696
158,Honduras,5,14,11.25,15.7,7,0.019359279329583704
158,Honduras,6,14,8.25,15.1,7,0.017907863523625216
158,Honduras,1,16,13.25,19,7,0.028352873698647883
158,Honduras,2,17,13.25,15.8,7,0.019606679751053898
158,Honduras,5,13.5,11,16.2,7,0.020611989400202632
158,Honduras,6,11.5,7,12.9,7,0.013069810837096936
158,Honduras,1,16,12.5,18.8,7,0.027759112687119412
158,Honduras,5,16.5,11.5,16.3,7,0.020867243803306804
158,Honduras,7,16,12.5,15.2,7,0.018145839167134643
159,Kiroka,1,18.5,12.25,15.6,7,0.019113449704440302
